"NOME","NUM","SEQ","SENTIDO","ITINERARY_ID","COD"
"Rua Henrique Corrêa, 1975 - Bairro Alto","130535","8","Terminal Santa Cândida","646","341"
"Av. Prefeito Erasto Gaertner, 2296 - Bacacheri","130483","8","Terminal Bairro Alto","649","342"
"Rua Rio Guaporé, 1080 - Bairro Alto","130504","8","Terminal Boa Vista","648","342"
"Rua Altônia, 2 - Bairro Alto","130308","8","Jardim Paraíso","12173","343"
"Rua José de Oliveira Franco, 1327 - Bairro Alto","130296","8","Terminal Bairro Alto","12155","343"
"Estação Vila Olímpica - 350 - Fagundes Varela / Pinheirinho","130957","8","Estação Fagundes Varela","12174","350"
"Estação Vila São Pedro","108204","8","Terminal Pinheirinho","12156","350"
"Rua Fagundes Varela, 1775 - Jardim Social","130283","8","Praça Santos Andrade","655","361"
"Rua Augusto Stresser, 1161 - Alto da Glória","130301","8","Augusto Stresser","654","361"
"Rua Arquimedes Cruz, 35- Jardim Social","130338","8","Batel","657","365"
"Rua Gonçalves Dias, 11 - Batel","180064","8","Jd. Social","656","365"
"Rua Itupava, 1805- Alto da Glória","130413","8","Hosp. Militar","1722","366"
"Rua Cruz Machado, 82 - Centro","110017","8","Itupava","658","366"
"Rodovia BR476, 5151 - Bairro Alto","130398","8","Praça Santos Andrade","662","371"
"Rua Marechal Deodoro, 2400 - Centro","130333","8","Terminal Bairro Alto","661","371"
"Rua Marechal Deodoro, 2152 - Centro","130372","8","Bairro Alto","663","372"
"Rua Pedro Eloy da Souza, 1542 - Bairro Alto","130243","8","Praça Carlos Gomes","664","372"
"Rua José Veríssimo, 833 - Bairro Alto","130331","8","Praça Carlos Gomes","666","373"
"Rua Marechal Deodoro, 2152 - Centro","130372","8","Terminal Bairro Alto","665","373"
"Rua Augusto Stresser, 1161 - Alto da Glória","130301","8","Terminal Bairro Alto","12154","374"
"Rua Mercedes Seiler Rocha, 423 - Bacacheri","130639","8","Praça Santos Andrade","12153","374"
"Rua Coronel Domingos Soares, 499 - Bairro Alto","130356","8","Praça Santos Andrade","670","375"
"Rua Marechal Deodoro, 2400 - Centro","130333","8","Terminal Bairro Alto","669","375"
"Av. Victor Ferreira do Amaral, 2272 - Tarumã","130029","8","V. Machado","6883","380"
"Avenida Vicente Machado, 988 - Centro","180250","8","Detran","6884","380"
"Av. São José, 82 - Cristo Rei","130135","8","Cristo Rei","675","385"
"Rua Padre Germano Maier, 71 - Cristo Rei","130136","8","Centro","674","385"
"Av. Sen. Souza Naves, 837-899 - Alto da XV","130144","8","Cajuru","676","386"
"Rua Otávio Schiavon, 364 - Capão da Imbuia","130749","8","Praça Carlos Gomes","677","386"
"Av. Sen. Souza Naves, 837-899 - Alto da XV","130144","8","Palotinos","1749","387"
"Rua Luís França, 895 - Cajuru","140229","8","Praça Rui Barbosa","679","387"
"Rua Marechal Deodoro, 2374- Centro","130373","8","C.Gomes/Tarumã circular","10814","389"
"Av. do Batel, 1191 - Batel","180070","8","Zacarias / Augusta circular","10795","389"
"Rua André Petreli, 88 Jardim das Américas","140573","8","Praça Rui Barbosa","683","461"
"Rua Brasílio Itiberê, 1145 - Jardim Botanico","110168","8","Santa Bárbara","1735","461"
"R. Cap. Leônidas Marques, 1499 - Uberaba","140309","8","Praça Rui Barbosa","687","462"
"Rua Brasílio Itiberê, 1145 - Jardim Botanico","110168","8","Ouro Verde","686","462"
"Rua Brasílio Itiberê, 1145 - Jardim Botanico","110168","8","Petrópolis","684","462"
"R. Cap. Leônidas Marques, 657 - Uberaba","140304","8","Praça Rui Barbosa","685","462"
"Rua Brasílio Itiberê, 1145 - Jardim Botanico","110168","8","Solitude","688","463"
"Rodovia BR277 - Jardim da Américas","140528","8","Praça Carlos Gomes","1747","463"
"Rua Desembargador Mota, 2524 - Água Verde","190914","8","Jardim Botânico","11113","464"
"Rua Santana, 399 - Jardim Botanico","140928","8","Alcides Munhoz","11133","464"
"Av. Comendador Franco, 1344 - Jardim Botanico","140992","8","Erasto Gaertner","692","465"
"Av. Comendador Franco, 1327 - Uberaba","141007","8","Praça Rui Barbosa","693","465"
"Av. Comendador Franco, 2857 - Jardim das Américas","140280","8","Praça 19 de Dezembro","695","466"
"Av. Comendador Franco, 648 - Jardim Botanico","140533","8","Centro Politécnico (Final de Semana)","3943","466"
"Av. Comendador Franco, 648 - Jardim Botanico","140533","8","Centro Politécnico","694","466"
"Av. Comendador Franco, 701 - Jardim Botânico","140107","8","Praça 19 de Dezembro (Final de Semana)","3942","466"
"Rua Maurício Thá, 103 - Uberaba","140766","8","Praça Rui Barbosa","699","468"
"Av. Comendador Franco, 1344 - Jardim Botanico","140992","8","Jd. Centauro","698","468"
"Rua Clóvis Bevilacqua Sobr, 913 - Uberaba","140827","8","Praça Rui Barbosa","705","471"
"Rua João Negrão, 2024 - Centro","140465","8","V. São Paulo","704","471"
"Rua Senador Salgado Filho, 5711 - Uberaba","140066","8","Praça Rui Barbosa","707","472"
"Rua João Negrão, 2024 - Centro","140465","8","Uberaba","706","472"
"Av. Comendador Franco, 1344 - Jardim Botanico","140992","8","Jd. Itiberê","708","474"
"Rua Aviador Armin Buhrer, 335 - Uberaba","140764","8","Praça Rui Barbosa","709","474"
"Rua José Gomes de Melo, 79 - Uberaba","140806","8","Praça Rui Barbosa","711","475"
"Rua João Negrão, 2222 - Centro","140466","8","Canal Belém","710","475"
"Rua Júlio Wischral, 354 - Uberaba","140544","8","Praça Rui Barbosa","11594","477"
"Rua Francisco Nunes, 255 - Rebouças","140938","8","Vila Macedo","11595","477"
"Rua Brasílio Itiberê, 1145 - Jardim Botanico","110168","8","Petrópolis / Solitude - Circular","2188","489"
"Estação Tubo Ouro Verde","108064","8","Terminal Pinheirinho","1387","502"
"Estação Tubo Roberto Hauer","108083","8","Terminal Hauer","2682","502"
"Estação Tubo Hospital do Trabalhador","108053","8","Terminal Portão","2681","502"
"Terminal Boqueirão - 502 - Circular Sul (Horário)","104301","8","Terminal Boqueirão","2683","502"
"Estação Tubo Érico Veríssimo","108099","8","Terminal Sitio Cercado","2684","502"
"Estação Tubo Ouro Verde","108064","8","Horário Circular","5901","502"
"Estação Tubo Parolin","108079","8","Terminal Boqueirão","1389","503"
"Terminal Hauer - 503 - Boqueirão","105505","8","Praça Carlos Gomes","716","503"
"Estação Tubo Prefeitura","109057","8","Centro Cívico","718","505"
"Terminal Hauer - 505 - Boqueirão / Centro Cívico","109107","8","Terminal Boqueirão","717","505"
"Estação Tubo Praça Rui Barbosa - 506 - Bairro Novo","109062","8","Praça Rui Barbosa","1378","506"
"Estação Tubo Osternack","109038","8","Bairro Novo","1377","506"
"Estação Tubo Guadalupe","109030","8","Horário","5644","507"
"Terminal Pinheirinho - 507 - Sitio Cercado (Horário)","105707","8","Terminal Boqueirão","2686","507"
"Estação Tubo Paiol","109039","8","Terminal Guadalupe","2685","507"
"Estação Tubo Guadalupe","109030","8","Terminal Pinheirinho","1379","507"
"Estação Tubo Westphalen / Getúlio Vargas","109074","8","Terminal Sitio Cercado","2687","507"
"Estação Vale do Pinhão","110458","8","Anti Horário","5902","508"
"Estação Tubo Guadalupe -256-Barreirinha / Guadalupe, 505-Boqueirão/C.Cívico, 508-Sítio Cercado","109031","8","Terminal Sitio Cercado","2690","508"
"Estação Tubo Água Verde / Iguaçu","109003","8","Terminal Guadalupe","2688","508"
"Terminal Sítio Cercado - 508 - Sítio Cercado (Anti-horário)","109111","8","Terminal Pinheirinho","2689","508"
"Estação Vale do Pinhão","110458","8","Terminal Boqueirão","1380","508"
"Av. Mal. Floriano Peixoto, 4294 - Parolin","150154","8","Mad. Boqueirão Sentido T. Boqueirão","11196","509"
"Av. Mal. Floriano Peixoto, 6033 - Hauer","140101","8","Mad. Boqueirão Sentido Praça Carlos Gomes","12073","509"
"Rua Cel. Luíz José dos Santos, 1970 - Boqueirão","150037","8","São Francisco","723","511"
"Rua Cel. Luíz José dos Santos, 3049 - Boqueirão","150384","8","Terminal Hauer","1610","511"
"Rua Constantino José de Almeida, 125 - Xaxim","150397","8","Terminal Hauer","726","512"
"Rua Evaristo da Veiga, 2422 - Boqueirão","150213","8","Itamarati","725","512"
"Rua Cristiano Strobel, 2600 - Xaxim","150419","8","Terminal Hauer","728","513"
"Rua Chanceler Oswaldo Aranha, 650 - Hauer","150257","8","Terminal Boqueirão","727","513"
"Rua das Carmelitas, 2160 - Hauer","140192","8","Boqueirão","729","515"
"Rua William Booth, 1803 - Boqueirão","140490","8","Hauer","730","515"
"Rua Cel. José C. de Oliveira, 1469 - Uberaba","140635","8","Canal Belém","2324","516"
"Rua Canal Belém, 957 - Guabirotuba","140022","8","Salgado Filho","6924","516"
"R. Cel. Luíz José dos Santos, 2231 - Boqueirão","150039","8","São Francisco / Iguape","10903","519"
"Estação Tubo Praça Rui Barbosa - 506 - Bairro Novo","109062","8","Atendimento Westphalen","3403","520"
"Rua Cascavel, 960 - Boqueirão","150786","8","Nivaldo Braga","736","521"
"Rua Antônio Schiebel, 2272 -Boqueirão","150047","8","Terminal Carmo","737","521"
"R. Waldemar Loureiro Campos, 3261 - Boqueirão","150315","8","Maringá","738","522"
"Rua Aírton Pizato Gusi, 477 - Xaxim","150434","8","Terminal Carmo","739","522"
"Rua das Carmelitas, 3556 - Boqueirão","140334","8","Terminal Carmo","740","523"
"Rua Augusto Dias Paredes, 709 - Boqueirão","140650","8","Iguape I","741","523"
"Rua Dr. Lauro Gentio Portugal Tavares, 145 - Sítio Cercado","160307","8","Bairro Novo ""C""","8293","524"
"Rua Lupionopolis, 1157 - Sítio Cercado","160085","8","Bairro Novo ""B""","8273","524"
"Rua Pastor Antônio Pólito, 1812 - Boqueirão","150146","8","Terminal Pinheirinho","9073","528"
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho","160322","8","Terminal Boqueirão","9074","528"
"Rua Maestro Carlos Frank, 3452 -Boqueirão","150126","8","Sta Inês","742","531"
"Rua Expedicionario Francisco Alves de Oliveira, 595 - Alto Boqueirão","160137","8","Terminal Boqueirão","743","531"
"Rua Francisco Derosso, 744 - Alto Boqueirão","160006","8","Terminal Boqueirão","745","532"
"Rua Pastor Antônio Pólito, 1812 - Boqueirão","150146","8","Jardim Paranaense","744","532"
"Rua Francisco Derosso, 1621 - Alto Boqueirão","150105","8","Atendimento E.Veríssimo- Pantanal Circular","2881","533"
"Rua Maestro Carlos Frank, 3452 -Boqueirão","150126","8","Érico Veríssimo","746","533"
"Rua Francisco Derosso, 1621 - Alto Boqueirão","150105","8","E.Veríssimo-Boqueirão","747","533"
"Rua Isaac Ferreira da Cruz, 725 - Sítio Cercado","150131","8","Terminal Boqueirão","750","534"
"Rua Maestro Carlos Frank, 3452 -Boqueirão","150126","8","Terminal Sítio Cercado","749","534"
"Rua Eduardo Pinto da Rocha, 2316 - Alto Boqueirão","160744","8","Terminal Boqueirão","752","535"
"Rua Pastor Antônio Pólito, 1812 - Boqueirão","150146","8","Osternack","751","535"
"Rua João Miqueletto, 75 - Alto Boqueirão","160173","8","Terminal Boqueirão","1781","536"
"Rua Ver. Antônio Giacomassi, 458 - Alto Boqueirão","160462","8","Zoológico","755","536"
"Rua Maestro Carlos Frank, 3214 - Boqueirão","150124","8","Bairro","756","539"
"Rua Jussara, 2306 - Sítio Cercado","160120","8","Terminal Sítio Cercado","7413","541"
"Rua São José dos Pinhais, 1744 - Sítio Cercado","160110","8","Bairro Novo ""A""","7414","541"
"Rua Lupionopolis, 1157 - Sítio Cercado","160085","8","Bairro Novo ""B"" Circular","761","542"
"Rua Maestro Carlos Frank, 3452 -Boqueirão","150126","8","Terminal Fazendinha","764","545"
"Avenida Frederico Lambertuci, 1301 - Fazendinha","180154","8","Terminal Boqueirão","763","545"
"Rua Cel. Joaquim Antônio de Azevedo, 72 - Sítio Cercado","160308","8","Bairro Novo ""C"" Circular","767","547"
"Rua Cel. Joaquim Antônio de Azevedo, 72 - Sítio Cercado","160308","8","Bairro Novo ""C"" Circular (Sábados)","6881","547"
"Rua Tijucas do Sul, 1081 - Sítio Cercado","160179","8","Osternack","3742","548"
"Rua Alexandro Glenski, 314 - Ganchinho","160221","8","Terminal Sitio Cercado","3741","548"
"Rua São José dos Pinhais, 669 - Sítio Cercado","160103","8","Boqueirão","2163","549"
"Rua Maestro Carlos Frank, 3452 -Boqueirão","150126","8","Bairro novo","2162","549"
"Estação Tubo Almirante Gonçalves","108071","8","Praça Carlos Gomes","773","550"
"Estação Xaxim","108206","8","Terminal Pinheirinho","772","550"
"Rua Tijucas do Sul, 1081 - Sítio Cercado","160179","8","Sambaqui","7611","552"
"Rua Tijucas do Sul, 1081 - Sítio Cercado","160179","8","Sambaqui - Ultima Viagem","7713","552"
"Rua Odinir Polydoro, 123 - Osternack","160199","8","Terminal Sítio Cercado","7610","552"
"Rua Lamenha Lins, 2302 - Centro","150484","8","Alferes Poli","11096","560"
"Rua Alferes Poli, 1873 -Centro","150249","8","Rui Barbosa Chegada","11094","560"
"Rua Maestro Francisco Antonelo, 483 - Fanny","150289","8","Praça Rui Barbosa","779","561"
"Rua 24 de Maio, 2604 - Centro","150614","8","Guilhermina","778","561"
"Rua Hasdrúbal Belegard, 470 - Cidade Industrial","170668","8","Terminal Pinheirinho - Quartel General","8196","600"
"Rua Orestes Códega, 1175 -Pinheirinho","170203","8","Terminal Pinheirinho - Kamyr","8197","600"
"Estação Tubo Coqueiros","108098","8","Terminal Sitio Cercado","1388","602"
"Estação Tubo Santa Regina","108061","8","Anti-Horário","6661","602"
"Terminal Hauer  - 602 - Circular Sul (Anti-Horário)","105503","8","Terminal Hauer","2663","602"
"Estação Tubo Dom Ático","108119","8","Terminal Portão","2664","602"
"Estação Tubo Erton Coelho","108110","8","Terminal Boqueirão","2662","602"
"Estação Tubo Santa Regina","108061","8","Terminal Pinheirinho","2665","602"
"Estação Tubo Hospital do Trabalhador","108053","8","Praça Rui Barbosa","1344","603"
"Estação Tubo Sebastião Paraná","108044","8","Terminal Pinheirinho","1343","603"
"Terminal Cabral - 607- Colombo / CIC - B02 - Maracanã / Cabral","109087","8","Atendimento Tirandentes - Cabral","8093","607"
"Terminal Cabral - 607- Colombo / CIC - B02 - Maracanã / Cabral","109087","8","Terminal Maracanã","791","607"
"Terminal Capão Raso - 210 - CIC/ Cabral - 606 - Ctba / Araucária","109094","8","Terminal CIC","792","607"
"Rua José Rodrigues Pinheiro, 2261 - Cidade Industrial","170075","8","Praça Rui Barbosa","2147","609"
"Av. Rep. Argentina, 1672 - Vila Izabel","180108","8","CIC","2146","609"
"Rua Amadeu do Amaral, 869 - Portão","180023","8","Terminal Portão","798","611"
"Rua Carlos Dietzsch, 1070 -Portão","180030","8","Terminal Fazendinha","797","611"
"Rua Sebastião Ribeiro Batista, 449 - Cidade Industrial","170602","8","Terminal Portão","800","612"
"Rua João Bettega, 1928 - Portão","180382","8","Terminal CIC","799","612"
"Rua Dalila Rolim Vargas, 53 - Novo Mundo","170036","8","Uberlândia","8814","615"
"Rua Doutor Luís Losso Filho, 243 - Novo Mundo","170042","8","Portão","11394","615"
"R. Rio de Janeiro, 2211","150889","8","Estação Fanny","1963","616"
"Rua Roberto Koch, 634 - Lindóia","150152","8","Terminal Portão","1962","616"
"Rua Comendador João Lackner, 43 - Guaíra","150054","8","Terminal Portão","1964","616"
"Rua João Stenzowski, 273 - Novo Mundo","150773","8","Estação Santa Bernadethe","1961","616"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Jd. Ludovica","11453","617"
"Rua Odir Gomes da Rocha, 882 - Tatuquara","170481","8","Terminal Pinheirinho","11433","617"
"Rua Enette Dubard, 893 - Tatuquara","171077","8","Atendimento Sta. Rita - Última Viagem","12313","619"
"Av. Juscelino Kubitschek de Oliveira - Cidade Industrial","170028","8","Terminal Tatuquara","11435","619"
"Rua Enette Dubard, 893 - Tatuquara","171077","8","Terminal CIC","11434","619"
"Rua Maestro Francisco Antonelo, 2341 - Fanny","150281","8","Terminal Hauer","816","621"
"Rua João Bonat, 1451 - Novo Mundo","170285","8","Rondon","818","622"
"Rua Professor Algacir Munhoz Mader, 1451 - Cidade Industrial","180294","8","Terminal Capão Raso","819","622"
"Rua Laudelino Ferreira Lopes, 1040 - Novo Mundo","170181","8","Parque Industrial","820","623"
"Rua Laudelino Ferreira Lopes, 2399 - Novo Mundo","170195","8","Terminal Capão Raso","821","623"
"Rua Hermenegildo Bonat, 323 - Xaxim","150236","8","Terminal Capão Raso","823","624"
"Rua Ipiranga, 657 - Capão Raso","150356","8","Vila São Pedro","822","624"
"Rua Cid. Marcondes de Albuquerque, 178 - Pinheirinho","150457","8","Terminal Capão Raso","825","625"
"Rua Martin Wendrichovski, 50 - Capão Raso","150192","8","Terminal Sítio Cercado","824","625"
"Rua Rodolpho Hatschbach, 962 - Cidade Industrial","170331","8","Terminal Capão Raso","827","627"
"Rua Pedro Gusso, 1480 - Novo Mundo","170306","8","Bosch","826","627"
"Rua Rodolpho Hatschbach, 962 - Cidade Industrial","170331","8","Atendimento UTFPR - Capão Raso","8893","627"
"Rua Wiegando Olsen  -   Cidade Industrial","170356","8","Terminal CIC / Sentido Capão Raso","12573","628"
"Av. Juscelino Kubitschek de Oliveira - Cidade Industrial","170028","8","Bairro Carbomafra","12576","628"
"Rua Pedro Gusso, 1254 - Novo Mundo","170304","8","Terminal CIC / Sentido BOSCH","12575","628"
"Rua Pedro Gusso, 1709 - Novo Mundo","170308","8","Terminal Capão Raso","12593","628"
"Rua Francisco Derosso, 259 - Xaxim","150074","8","Alto Boqueirão","831","629"
"Rua Francisco Derosso, 744 - Alto Boqueirão","160006","8","Terminal Capão Raso","830","629"
"Rua Martha Gembaroski Tuleski, 210 - Cidade Industrial","171022","8","Terminal Pinheirinho","833","630"
"Av. Juscelino Kubitscheck de Oliveira, 164 -Cidade Industrial","170491","8","Vitória Régia","832","630"
"Rua Luciano Piuzi, 635 - Pinheirinho","150828","8","BR 476 - Piratini","3065","631"
"Rua Aracari, 295 - Pinheirinho","150520","8","Maria Angélica","837","633"
"Rua Cid. Marcondes de Albuquerque, 960 - Pinheirinho","150450","8","Terminal Pinheirinho","838","633"
"Rua Isaac Ferreira da Cruz, 5155 - Pinheirinho","160033","8","Londrina","839","635"
"Rua Londrina, 289 - Pinheirinho","160251","8","Terminal Pinheirinho","840","635"
"Rua Celeste Tortato Gabardo, 1547 - Sítio Cercado","160225","8","Terminal Pinheirinho","842","636"
"Rua Isaac Ferreira da Cruz, 5155 - Pinheirinho","160033","8","Rio Negro","841","636"
"Rua Isaac Ferreira da Cruz, 5155 - Pinheirinho","160033","8","Terminal Sítio Cercado","843","637"
"Rua Cruzeiro do Sul, 839 - Sítio Cercado","160237","8","Terminal Pinheirinho","844","637"
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho","160322","8","Pinheirinho","845","638"
"R. Helena Grodzki, 485 - Umbará","160774","8","Terminal Pinheirinho","846","638"
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho","160322","8","Futurama","847","639"
"Rua Francisco Becker, 51 - Umbará","160339","8","Terminal Pinheirinho","848","639"
"Rua Isaac Ferreira da Cruz, 5155 - Pinheirinho","160033","8","Palmeira","849","640"
"Rua Nicola Pellanda, 2091 - Pinheirinho","160327","8","Terminal Pinheirinho","850","640"
"Rua Ângelo Gai, 809 - Umbara","160396","8","Terminal Pinheirinho","851","641"
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho","160322","8","Luiz Nichele","852","641"
"R. Helena Grodzki, 5959 - Umbara (Estrada do Ganchinho)","160710","8","Terminal Pinheirinho","11293","642"
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho","160322","8","Ganchinho","11313","642"
"Rua Nicola Pellanda, 678 - Pinheirinho","160079","8","Umbará Via Campo Belo","855","643"
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho","160322","8","Umbará Via Calixto","2330","643"
"Rua Nicola Pellanda, 6902 - Umbará","160285","8","Terminal Pinheirinho  Via Calixto","2331","643"
"Rua Nicola Pellanda, 6902 - Umbará","160285","8","Terminal Pinheirinho Via Campo Belo","856","643"
"Rua João Chede, 1625 - Cidade Industrial","170159","8","Terminal Pinheirinho","858","644"
"Rua João Chede, 2 - Pinheirinho","170682","8","CIC","857","644"
"Rua Júlio Pereira Sobrinho, 1014 - Campo de Santana","170388","8","Terminal Pinheirinho","861","646"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Janaina","862","646"
"Rua Rogério Xavier Rocha Loures, 106 - Pinheirinho","150584","8","Terminal Sítio Cercado","865","649"
"R. Francisco Claudino Ferreira, 399 - Pinheirinho","150600","8","Terminal Pinheirinho","866","649"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Santa Rita","11454","650"
"Av. Pero Vaz de Caminha, 783 - Tatuquara","170651","8","Terminal Pinheirinho","11996","650"
"Av. Pero Vaz de Caminha, 783 - Tatuquara","170651","8","Terminal Pinheirinho","11436","650"
"Av. Juscelino Kubitscheck de Oliveira, 1635 - Cidade Industrial","170137","8","Vila Verde","873","652"
"Rua Emílio Romani, 1713 - Cidade Industrial","170343","8","Terminal CIC","874","652"
"Rua Antônio Pastre, 188 - Cidade Industrial","180318","8","Terminal CIC","2282","653"
"Rua Artur Martins Franco, 2407 - Cidade Industrial","180164","8","Moradias Corbélia","2281","653"
"Rua Guilherme Fugman, 69 - Cidade Industrial","170895","8","Terminal Capão Raso","880","654"
"Rua Dep.Waldemiro Pedroso, 1773 - Novo Mundo","170100","8","Terminal CIC","879","654"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Atendimento Rua Ernani de Abreu - Dias Úteis","9254","655"
"Rua Des. Ernani Almeida de Abreu, 831 - Tatuquara","170643","8","Terminal Pinheirinho","882","655"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Jd. da Ordem","881","655"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Atendimento Rua Ernani de Abreu - Fins Semana","9274","655"
"Rua Des. Ernani Almeida de Abreu, 831 - Tatuquara","170643","8","Atendimento Jd. Ordem - Dalagassa - Pinheirinho","5041","655"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Atendimento Pinheirinho - Dalagassa - Jd. Ordem","5042","655"
"Rua Aníbal Requião, 426 - Xaxim","150468","8","Terminal Capão Raso","886","657"
"Rua Francisco Derosso, 259 - Xaxim","150074","8","Xaxim (Jd. Esmeralda)","885","657"
"Rua Vale dos Pássaros, 356 - Cidade Industrial","180418","8","Terminal Capão Raso","888","658"
"Rua João Bonat, 1451 - Novo Mundo","170285","8","Terminal Caiuá","887","658"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Caximba / Olaria","889","659"
"Estrada da Caximba, 7965  - Caximba","170403","8","Terminal Pinheirinho","890","659"
"Av. Pres. Kennedy, 1090 - Água Verde","150007","8","Lindóia","891","661"
"Av. Pres. Wenceslau Braz, 2032 - Parolin","150682","8","Praça Rui Barbosa","892","661"
"Av. Pres. Kennedy, 1090 - Água Verde","150007","8","Dom Ático","893","662"
"Av. Pres. Wenceslau Braz, 2330 - Lindóia","150687","8","Praça Rui Barbosa","894","662"
"Rua Elói de Assis Fabris, 41 - Novo Mundo","150854","8","Praça Rui Barbosa","896","663"
"Av. Pres. Kennedy, 1090 - Água Verde","150007","8","Vila Cubas","895","663"
"Rua Omar Raymundo Picheth, 1 - Xaxim","150237","8","Praça Rui Barbosa","898","665"
"Av. Pres. Kennedy, 1090 - Água Verde","150007","8","Vila Rex","897","665"
"Av. Pres. Kennedy, 1090 - Água Verde","150007","8","Novo Mundo","899","666"
"Rua José Palú, 711 - Novo Mundo","150116","8","Praça Rui Barbosa","1757","666"
"Av. das Araucárias, 121 - Barigui - Araucária - PR","630003","8","Casa de Custódia","904","668"
"Rua Pedro Gusso, 4093 - Cidade Industrial","180075","8","Terminal CIC","905","668"
"Av. das Araucárias, 121 - Barigui - Araucária - PR","630003","8","Casa de Custódia","7673","668"
"Av. das Araucárias, 121 - Barigui - Araucária - PR","630003","8","Casa de Custódia","7693","668"
"Av. Iguaçu, 2612 - Água Verde","150634","8","São Jorge","906","670"
"Rua Desembargador Lauro Sodré Lopes, 33 - Portão","180712","8","Praça Rui Barbosa","907","670"
"Rua Itacolomi, 849 - Portão","170047","8","Praça Rui Barbosa","909","671"
"Av. Iguaçu, 2612 - Água Verde","150634","8","Portão","908","671"
"Av. Iguaçu, 2612 - Água Verde","150634","8","Formosa","910","673"
"Rua Pedro Zagonel, 602 - Novo Mundo","170879","8","Praça Rui Barbosa","911","673"
"Av. Iguaçu, 2612 - Água Verde","150634","8","Nossa Sra. da Luz","912","674"
"R. João Bettega, 4701 - Cidade Industrial","180084","8","Praça Rui Barbosa","913","674"
"Rua Vicente Micheloto, 408 - Cidade Industrial","170349","8","Tatuquara","10213","679"
"Rua Vicente Micheloto, 408 - Cidade Industrial","170349","8","Tatuquara","2081","679"
"Estrada Delegado Bruno de Almeida, 1098 - Campo de Santana","170551","8","Terminal Pinheirinho","915","680"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Rurbana","914","680"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Tatuquara","11437","681"
"Rua Evelázio Augusto Bley - Tatuquara","171051","8","Terminal Pinheirinho","11455","681"
"Rua Nova Aurora, 661 - Sítio Cercado","160124","8","Circular","3082","683"
"Rua Antonio Augusto de Brilo, 121 - Umbara","160055","8","Terminal Sítio Cercado","919","683"
"Rua Nova Aurora, 661 - Sítio Cercado","160124","8","Futurama","918","683"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Rio Bonito Via Ludovica (Fins de Semana)","9774","684"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Rio Bonito","920","684"
"Rua Lucas Carvalho, 302 - Campo de Santana","170539","8","Terminal Pinheirinho","921","684"
"Rua Lucas Carvalho, 302 - Campo de Santana","170539","8","Terminal Pinheirinho Via Ludovica (Fins de semana)","9773","684"
"Av. Juscelino Kubitschek de Oliveira - Cidade Industrial","170028","8","Rio Bonito","927","685"
"Rua Marcos Bertoldi, 3 - Campo de Santana","170529","8","Terminal CIC","926","685"
"Av. Pres. Kennedy, 1090 - Água Verde","150007","8","Mad. S. Pedro / R. Negro (Circular)","10933","689"
"Rodovia BR476, 21690 - Cidade Industrial","170378","8","Vila Juliana","6324","690"
"Estrada Delegado Bruno de Almeida, 6591 - Campo de Santana","170575","8","Terminal Pinheirinho","933","690"
"Terminal Pinheirinho - 700 - Pinheirinho / Cabral","105706","8","Terminal Pinheirinho","9114","700"
"Estação Tubo Comendador Fontana","109022","8","Terminal Cabral","9113","700"
"Rua Amadeu do Amaral, 869 - Portão","180023","8","Praça Rui Barbosa","934","701"
"Av. Iguaçu, 2612 - Água Verde","150634","8","Terminal Fazendinha","935","701"
"Estação Tubo Praça 19 de Dezembro","109041","8","Terminal Cachoeira","11713","702"
"Estação Tubo Westphalen / Iguaçu","109073","8","Terminal Caiuá","9194","702"
"Av. Iguaçu, 2612 - Água Verde","150634","8","Terminal Caiuá (Via Amadeu Amaral)","6742","706"
"R. Raul Pompéia, 113 - Cidade Industrial","180128","8","Praça Rui Barbosa (Via Amadeu Amaral)","6741","706"
"Av. Iguaçu, 2612 - Água Verde","150634","8","Terminal Caiuá (Via Rezala Simão)","6724","706"
"R. Raul Pompéia, 113 - Cidade Industrial","180128","8","Praça Rui Barbosa (Via Rezala Simão)","6723","706"
"Estrada Velha do Barigui, 960 - Cidade Industrial","180480","8","Porto Belo - Santa Amélia","6970","710"
"R. Gen. Potiguara, 2803 - Fazendinha","180142","8","Santa Amélia  - Porto Belo","6971","710"
"Rua Professora Hilda Hanke Gonçalves, 624-Cidade Industrial","180492","8","Terminal Fazendinha","941","711"
